participant.code,session.code,group.id_in_subsession,player.hours_stated,equal,group,channel,Chat_subject,Chat_group_all,Chat_sel
3c2cirti,bl673crl,13,10.0,True,bl673crl13,15-FHM-42,"Hi :) Geht mir genauso, haha würde auch die richtige Anzahl angeben ok Danke, ich dir auch :)","Hallo :) Hi :) Wollen wir immer die richtige Anzahl an Überstunden angeben? bei meinem Glück werde ich immer überprüft :D Geht mir genauso, haha perfekt :D würde auch die richtige Anzahl angeben na dann auf in die Überstunden. ok Wünsche dir noch fröhliche Quarantäne :) Danke, ich dir auch :)","Hallo :) Hi :) Wollen wir immer die richtige Anzahl an Überstunden angeben? bei meinem Glück werde ich immer überprüft :D Geht mir genauso, haha perfekt :D würde auch die richtige Anzahl angeben na dann auf in die Überstunden. ok Wünsche dir noch fröhliche Quarantäne :) Danke, ich dir auch :)"
aulosgm2,an25e9i7,1,30.0,True,an25e9i71,18-FHM-45,"Hallo Wollen wir mehr angeben? 20 Übersunden? oh das klingt wie Übersünden^^ 10 klingt gut also 30 dann lass mal auf Chat beenden klicken, vielleicht kommen wir dann schneller voran und viel Glück, du Geschlechtsneutrales Wesen^^","Hey Hallo Wollen wir mehr angeben? können wir machen 20 Übersunden? oh das klingt wie Übersünden^^ welche Zahl an Überstunden hast du vorher auf dem Bildschirm gesehen? 10 haha ja:D Jute ich auch können theoretisch aber auch direkt 30 versuchen klingt gut also 30 ja abgemacht! dann drücke ich die Daumen  dann lass mal auf Chat beenden klicken, vielleicht kommen wir dann schneller voran alles gute, dann verlass ich jetzt den chat:) und viel Glück, du Geschlechtsneutrales Wesen^^","Hey Hallo Wollen wir mehr angeben? können wir machen 20 Übersunden? oh das klingt wie Übersünden^^ welche Zahl an Überstunden hast du vorher auf dem Bildschirm gesehen? 10 haha ja:D Jute ich auch können theoretisch aber auch direkt 30 versuchen klingt gut also 30 ja abgemacht! dann drücke ich die Daumen  dann lass mal auf Chat beenden klicken, vielleicht kommen wir dann schneller voran alles gute, dann verlass ich jetzt den chat:) und viel Glück, du Geschlechtsneutrales Wesen^^"
pyxx27fb,an25e9i7,1,30.0,True,an25e9i71,18-FHM-45,"Hey können wir machen welche Zahl an Überstunden hast du vorher auf dem Bildschirm gesehen? haha ja:D Jute ich auch können theoretisch aber auch direkt 30 versuchen ja abgemacht! dann drücke ich die Daumen  alles gute, dann verlass ich jetzt den chat:)","Hey Hallo Wollen wir mehr angeben? können wir machen 20 Übersunden? oh das klingt wie Übersünden^^ welche Zahl an Überstunden hast du vorher auf dem Bildschirm gesehen? 10 haha ja:D Jute ich auch können theoretisch aber auch direkt 30 versuchen klingt gut also 30 ja abgemacht! dann drücke ich die Daumen  dann lass mal auf Chat beenden klicken, vielleicht kommen wir dann schneller voran alles gute, dann verlass ich jetzt den chat:) und viel Glück, du Geschlechtsneutrales Wesen^^","Hey Hallo Wollen wir mehr angeben? können wir machen 20 Übersunden? oh das klingt wie Übersünden^^ welche Zahl an Überstunden hast du vorher auf dem Bildschirm gesehen? 10 haha ja:D Jute ich auch können theoretisch aber auch direkt 30 versuchen klingt gut also 30 ja abgemacht! dann drücke ich die Daumen  dann lass mal auf Chat beenden klicken, vielleicht kommen wir dann schneller voran alles gute, dann verlass ich jetzt den chat:) und viel Glück, du Geschlechtsneutrales Wesen^^"
ijvhzh9b,an25e9i7,2,10.0,True,an25e9i72,18-FHM-46,Geben wir 10 Überstunden an oder mehr? Also 10 angeben? Ok Beende dann den Chat,Geben wir 10 Überstunden an oder mehr? Farge ist ob wir ehrlich sein wollen ja  Also 10 angeben? Ja Ok Beende dann den Chat,Geben wir 10 Überstunden an oder mehr? Farge ist ob wir ehrlich sein wollen ja  Also 10 angeben? Ja Ok Beende dann den Chat
ja776pl9,an25e9i7,2,10.0,True,an25e9i72,18-FHM-46,Farge ist ob wir ehrlich sein wollen ja  Ja,Geben wir 10 Überstunden an oder mehr? Farge ist ob wir ehrlich sein wollen ja  Also 10 angeben? Ja Ok Beende dann den Chat,Geben wir 10 Überstunden an oder mehr? Farge ist ob wir ehrlich sein wollen ja  Also 10 angeben? Ja Ok Beende dann den Chat
yan7ivrf,an25e9i7,3,55.0,True,an25e9i73,18-FHM-47,hey vielleicht so 30? okay also direkt auf fast 60? dann 55? okay sollen wir dann auf chat beenden gehen?,hi hey welche zahl werden wir sagen? vielleicht so 30? ich sage wir gehen höher okay also direkt auf fast 60? ja  dann 55? okay 55 okay sollen wir dann auf chat beenden gehen? ja ,hi hey welche zahl werden wir sagen? vielleicht so 30? ich sage wir gehen höher okay also direkt auf fast 60? ja  dann 55? okay 55 okay sollen wir dann auf chat beenden gehen? ja 
tzsix8t0,an25e9i7,3,55.0,True,an25e9i73,18-FHM-47,hi welche zahl werden wir sagen? ich sage wir gehen höher ja  okay 55 ja ,hi hey welche zahl werden wir sagen? vielleicht so 30? ich sage wir gehen höher okay also direkt auf fast 60? ja  dann 55? okay 55 okay sollen wir dann auf chat beenden gehen? ja ,hi hey welche zahl werden wir sagen? vielleicht so 30? ich sage wir gehen höher okay also direkt auf fast 60? ja  dann 55? okay 55 okay sollen wir dann auf chat beenden gehen? ja 
sndbxsdf,an25e9i7,4,60.0,True,an25e9i74,18-FHM-48,"Hey :) wir können meinetwegen riskieren Genau deswegen :D wieviel wollen wir dann sagen? einfach maximal riskieren? Also 60 stimmt, also mir ist es wirklich egal, dadurch, dass wir nur 1€ ansonsten erhalten würden wieviel würdest du denn sagen? stimmt, hatte ich nicht bedacht. wir können nicht in den negativen Bereich, aber vielleicht ziehen die dann doch etwas vom Grundbetrag ab ich hab die Anleitung aber noch offen und da steht zusätzlich zu ihrer Auszahlung erhalten sie die Mindestauszahlung von 2€ Ich will jetzt auch nichts versprechen, dass sie nachher nichts von der Mindestauszahlung abziehen, aber so wie es da steht, klingt es, dass sie davon nichts abziehen werden :D Also 60 jetzt einfach und Daumen drücken wir sollen den chat beenden gut :)","Hallo :) Hey :) Möchtest dus riskieren oder lieber das Geld so nehmen? wir können meinetwegen riskieren Hm ja 10 Überstunden (1 Euro) ist ja auch nicht so viel^^ Und 6 von 21 werden ja überprüft. Genau deswegen :D wieviel wollen wir dann sagen? einfach maximal riskieren? Also 60 stimmt, also mir ist es wirklich egal, dadurch, dass wir nur 1€ ansonsten erhalten würden Puuh da bin ich eigentlich nicht so der Typ für  wieviel würdest du denn sagen? Können wir denn überhaupt mehr als 40 abgezogen kriegen? Also von unserer Grundauszahlung dann auch etwas abgezogen bekommen? stimmt, hatte ich nicht bedacht. wir können nicht in den negativen Bereich, aber vielleicht ziehen die dann doch etwas vom Grundbetrag ab ich hab die Anleitung aber noch offen und da steht zusätzlich zu ihrer Auszahlung erhalten sie die Mindestauszahlung von 2€ Hm Okay also würde es zumindest keinen Sinn machen zwischen 40 und 60 zu setzen ALso wenn dann 60 Oder eben weniger ... als 40 Ja okay dann lass 60 machen :D Dadurch, dass das am PC ist hab ich ja nicht viel Zeit verloren und Aufwand betrieben Ich will jetzt auch nichts versprechen, dass sie nachher nichts von der Mindestauszahlung abziehen, aber so wie es da steht, klingt es, dass sie davon nichts abziehen werden :D Denke ich auch nicht. Ich hab nur immer die Paranoia, dass sie möglichst wenig Geld auszahlen wollen und Leute, die hoch Pokern dann eher nicht ausgewählt werden Also 60 jetzt einfach und Daumen drücken Genau ;)  wir sollen den chat beenden gut :) machen wir","Hallo :) Hey :) Möchtest dus riskieren oder lieber das Geld so nehmen? wir können meinetwegen riskieren Hm ja 10 Überstunden (1 Euro) ist ja auch nicht so viel^^ Und 6 von 21 werden ja überprüft. Genau deswegen :D wieviel wollen wir dann sagen? einfach maximal riskieren? Also 60 stimmt, also mir ist es wirklich egal, dadurch, dass wir nur 1€ ansonsten erhalten würden Puuh da bin ich eigentlich nicht so der Typ für  wieviel würdest du denn sagen? Können wir denn überhaupt mehr als 40 abgezogen kriegen? Also von unserer Grundauszahlung dann auch etwas abgezogen bekommen? stimmt, hatte ich nicht bedacht. wir können nicht in den negativen Bereich, aber vielleicht ziehen die dann doch etwas vom Grundbetrag ab ich hab die Anleitung aber noch offen und da steht zusätzlich zu ihrer Auszahlung erhalten sie die Mindestauszahlung von 2€ Hm Okay also würde es zumindest keinen Sinn machen zwischen 40 und 60 zu setzen ALso wenn dann 60 Oder eben weniger ... als 40 Ja okay dann lass 60 machen :D Dadurch, dass das am PC ist hab ich ja nicht viel Zeit verloren und Aufwand betrieben Ich will jetzt auch nichts versprechen, dass sie nachher nichts von der Mindestauszahlung abziehen, aber so wie es da steht, klingt es, dass sie davon nichts abziehen werden :D Denke ich auch nicht. Ich hab nur immer die Paranoia, dass sie möglichst wenig Geld auszahlen wollen und Leute, die hoch Pokern dann eher nicht ausgewählt werden Also 60 jetzt einfach und Daumen drücken Genau ;)  wir sollen den chat beenden gut :) machen wir"
ytyxajel,an25e9i7,4,10.0,True,an25e9i74,18-FHM-48,"Hallo :) Möchtest dus riskieren oder lieber das Geld so nehmen? Hm ja 10 Überstunden (1 Euro) ist ja auch nicht so viel^^ Und 6 von 21 werden ja überprüft. Puuh da bin ich eigentlich nicht so der Typ für  Können wir denn überhaupt mehr als 40 abgezogen kriegen? Also von unserer Grundauszahlung dann auch etwas abgezogen bekommen? Hm Okay also würde es zumindest keinen Sinn machen zwischen 40 und 60 zu setzen ALso wenn dann 60 Oder eben weniger ... als 40 Ja okay dann lass 60 machen :D Dadurch, dass das am PC ist hab ich ja nicht viel Zeit verloren und Aufwand betrieben Denke ich auch nicht. Ich hab nur immer die Paranoia, dass sie möglichst wenig Geld auszahlen wollen und Leute, die hoch Pokern dann eher nicht ausgewählt werden Genau ;)  machen wir","Hallo :) Hey :) Möchtest dus riskieren oder lieber das Geld so nehmen? wir können meinetwegen riskieren Hm ja 10 Überstunden (1 Euro) ist ja auch nicht so viel^^ Und 6 von 21 werden ja überprüft. Genau deswegen :D wieviel wollen wir dann sagen? einfach maximal riskieren? Also 60 stimmt, also mir ist es wirklich egal, dadurch, dass wir nur 1€ ansonsten erhalten würden Puuh da bin ich eigentlich nicht so der Typ für  wieviel würdest du denn sagen? Können wir denn überhaupt mehr als 40 abgezogen kriegen? Also von unserer Grundauszahlung dann auch etwas abgezogen bekommen? stimmt, hatte ich nicht bedacht. wir können nicht in den negativen Bereich, aber vielleicht ziehen die dann doch etwas vom Grundbetrag ab ich hab die Anleitung aber noch offen und da steht zusätzlich zu ihrer Auszahlung erhalten sie die Mindestauszahlung von 2€ Hm Okay also würde es zumindest keinen Sinn machen zwischen 40 und 60 zu setzen ALso wenn dann 60 Oder eben weniger ... als 40 Ja okay dann lass 60 machen :D Dadurch, dass das am PC ist hab ich ja nicht viel Zeit verloren und Aufwand betrieben Ich will jetzt auch nichts versprechen, dass sie nachher nichts von der Mindestauszahlung abziehen, aber so wie es da steht, klingt es, dass sie davon nichts abziehen werden :D Denke ich auch nicht. Ich hab nur immer die Paranoia, dass sie möglichst wenig Geld auszahlen wollen und Leute, die hoch Pokern dann eher nicht ausgewählt werden Also 60 jetzt einfach und Daumen drücken Genau ;)  wir sollen den chat beenden gut :) machen wir","Hallo :) Hey :) Möchtest dus riskieren oder lieber das Geld so nehmen? wir können meinetwegen riskieren Hm ja 10 Überstunden (1 Euro) ist ja auch nicht so viel^^ Und 6 von 21 werden ja überprüft. Genau deswegen :D wieviel wollen wir dann sagen? einfach maximal riskieren? Also 60 stimmt, also mir ist es wirklich egal, dadurch, dass wir nur 1€ ansonsten erhalten würden Puuh da bin ich eigentlich nicht so der Typ für  wieviel würdest du denn sagen? Können wir denn überhaupt mehr als 40 abgezogen kriegen? Also von unserer Grundauszahlung dann auch etwas abgezogen bekommen? stimmt, hatte ich nicht bedacht. wir können nicht in den negativen Bereich, aber vielleicht ziehen die dann doch etwas vom Grundbetrag ab ich hab die Anleitung aber noch offen und da steht zusätzlich zu ihrer Auszahlung erhalten sie die Mindestauszahlung von 2€ Hm Okay also würde es zumindest keinen Sinn machen zwischen 40 und 60 zu setzen ALso wenn dann 60 Oder eben weniger ... als 40 Ja okay dann lass 60 machen :D Dadurch, dass das am PC ist hab ich ja nicht viel Zeit verloren und Aufwand betrieben Ich will jetzt auch nichts versprechen, dass sie nachher nichts von der Mindestauszahlung abziehen, aber so wie es da steht, klingt es, dass sie davon nichts abziehen werden :D Denke ich auch nicht. Ich hab nur immer die Paranoia, dass sie möglichst wenig Geld auszahlen wollen und Leute, die hoch Pokern dann eher nicht ausgewählt werden Also 60 jetzt einfach und Daumen drücken Genau ;)  wir sollen den chat beenden gut :) machen wir"
keipg165,an25e9i7,5,50.0,True,an25e9i75,18-FHM-49,"Hi Wohl wahr aber könnte sich lohnen das Risiko einzugehen wenn man bedenkt dass wir ja 13 Zweiergruppen sind also meinst du mehr angeben?  hmm wird ja nicht auf verdacht geprüft oder? wäre halt nur blöd, wegen den minus punkten wenn wir erwischt werden aber wir erhalten ja wenn wir zu viel angebene, die geleisteten stunden oder?  und für jede zu viel angegebene -1 punkt oder wären dann halt weniger als die 10 geleisten überstunden  aber die mindestauszahlung von 2 erhalten wir ja so oder so  aber ja bin bei risiko dabei okkk wie viel geben wir an? 20? mehr? 30? 40?  maximal ist ja 60  hahah auf verdacht prüfen die ja nicht oder?  also okkk dann riskieren wir es viel erfolg mitarbeiter wünsche uns glück","Hallo! Hi Wollen wir 10 Überstunden angeben oder mehr? :) Risiko erwischt zu werden.. Wohl wahr aber könnte sich lohnen das Risiko einzugehen Sehe ich auch so :) wenn man bedenkt dass wir ja 13 Zweiergruppen sind Genau also meinst du mehr angeben?  Ja, nur wieviel? hmm wird ja nicht auf verdacht geprüft oder? wäre halt nur blöd, wegen den minus punkten wenn wir erwischt werden Nein, hab ich nicht so verstanden. Nur wenn die 4 ausgewählten Gruppen unterschiedliche Werte angeben, sind wir eventuell dran.. Wir können doch nix verlieren. Die Mindestauszahlung erhalten wir ja. No risk, no fun :D aber wir erhalten ja wenn wir zu viel angebene, die geleisteten stunden oder?  Genau! und für jede zu viel angegebene -1 punkt oder wären dann halt weniger als die 10 geleisten überstunden  aber die mindestauszahlung von 2 erhalten wir ja so oder so  Egal wie wir uns entscheiden: usätzlich zu dieser Auszahlung erhalten Sie Ihre Mindestauszahlung von 2 Euro. aber ja bin bei risiko dabei okkk wie viel geben wir an? 20? mehr? 30? 40?  maximal ist ja 60  10 sollten es sein.. hmm. Ich glaube wir waren sehr fleißig. 60? hahah :D auf verdacht prüfen die ja nicht oder?  nein also okkk dann riskieren wir es viel erfolg mitarbeiter gut. 60. ich schließe den Chat. Tschau :) wünsche uns glück","Hallo! Hi Wollen wir 10 Überstunden angeben oder mehr? :) Risiko erwischt zu werden.. Wohl wahr aber könnte sich lohnen das Risiko einzugehen Sehe ich auch so :) wenn man bedenkt dass wir ja 13 Zweiergruppen sind Genau also meinst du mehr angeben?  Ja, nur wieviel? hmm wird ja nicht auf verdacht geprüft oder? wäre halt nur blöd, wegen den minus punkten wenn wir erwischt werden Nein, hab ich nicht so verstanden. Nur wenn die 4 ausgewählten Gruppen unterschiedliche Werte angeben, sind wir eventuell dran.. Wir können doch nix verlieren. Die Mindestauszahlung erhalten wir ja. No risk, no fun :D aber wir erhalten ja wenn wir zu viel angebene, die geleisteten stunden oder?  Genau! und für jede zu viel angegebene -1 punkt oder wären dann halt weniger als die 10 geleisten überstunden  aber die mindestauszahlung von 2 erhalten wir ja so oder so  Egal wie wir uns entscheiden: usätzlich zu dieser Auszahlung erhalten Sie Ihre Mindestauszahlung von 2 Euro. aber ja bin bei risiko dabei okkk wie viel geben wir an? 20? mehr? 30? 40?  maximal ist ja 60  10 sollten es sein.. hmm. Ich glaube wir waren sehr fleißig. 60? hahah :D auf verdacht prüfen die ja nicht oder?  nein also okkk dann riskieren wir es viel erfolg mitarbeiter gut. 60. ich schließe den Chat. Tschau :) wünsche uns glück"
8h8ik1qg,an25e9i7,5,60.0,True,an25e9i75,18-FHM-49,"Hallo! Wollen wir 10 Überstunden angeben oder mehr? :) Risiko erwischt zu werden.. Sehe ich auch so :) Genau Ja, nur wieviel? Nein, hab ich nicht so verstanden. Nur wenn die 4 ausgewählten Gruppen unterschiedliche Werte angeben, sind wir eventuell dran.. Wir können doch nix verlieren. Die Mindestauszahlung erhalten wir ja. No risk, no fun :D Genau! Egal wie wir uns entscheiden: usätzlich zu dieser Auszahlung erhalten Sie Ihre Mindestauszahlung von 2 Euro. 10 sollten es sein.. hmm. Ich glaube wir waren sehr fleißig. 60? :D nein gut. 60. ich schließe den Chat. Tschau :)","Hallo! Hi Wollen wir 10 Überstunden angeben oder mehr? :) Risiko erwischt zu werden.. Wohl wahr aber könnte sich lohnen das Risiko einzugehen Sehe ich auch so :) wenn man bedenkt dass wir ja 13 Zweiergruppen sind Genau also meinst du mehr angeben?  Ja, nur wieviel? hmm wird ja nicht auf verdacht geprüft oder? wäre halt nur blöd, wegen den minus punkten wenn wir erwischt werden Nein, hab ich nicht so verstanden. Nur wenn die 4 ausgewählten Gruppen unterschiedliche Werte angeben, sind wir eventuell dran.. Wir können doch nix verlieren. Die Mindestauszahlung erhalten wir ja. No risk, no fun :D aber wir erhalten ja wenn wir zu viel angebene, die geleisteten stunden oder?  Genau! und für jede zu viel angegebene -1 punkt oder wären dann halt weniger als die 10 geleisten überstunden  aber die mindestauszahlung von 2 erhalten wir ja so oder so  Egal wie wir uns entscheiden: usätzlich zu dieser Auszahlung erhalten Sie Ihre Mindestauszahlung von 2 Euro. aber ja bin bei risiko dabei okkk wie viel geben wir an? 20? mehr? 30? 40?  maximal ist ja 60  10 sollten es sein.. hmm. Ich glaube wir waren sehr fleißig. 60? hahah :D auf verdacht prüfen die ja nicht oder?  nein also okkk dann riskieren wir es viel erfolg mitarbeiter gut. 60. ich schließe den Chat. Tschau :) wünsche uns glück","Hallo! Hi Wollen wir 10 Überstunden angeben oder mehr? :) Risiko erwischt zu werden.. Wohl wahr aber könnte sich lohnen das Risiko einzugehen Sehe ich auch so :) wenn man bedenkt dass wir ja 13 Zweiergruppen sind Genau also meinst du mehr angeben?  Ja, nur wieviel? hmm wird ja nicht auf verdacht geprüft oder? wäre halt nur blöd, wegen den minus punkten wenn wir erwischt werden Nein, hab ich nicht so verstanden. Nur wenn die 4 ausgewählten Gruppen unterschiedliche Werte angeben, sind wir eventuell dran.. Wir können doch nix verlieren. Die Mindestauszahlung erhalten wir ja. No risk, no fun :D aber wir erhalten ja wenn wir zu viel angebene, die geleisteten stunden oder?  Genau! und für jede zu viel angegebene -1 punkt oder wären dann halt weniger als die 10 geleisten überstunden  aber die mindestauszahlung von 2 erhalten wir ja so oder so  Egal wie wir uns entscheiden: usätzlich zu dieser Auszahlung erhalten Sie Ihre Mindestauszahlung von 2 Euro. aber ja bin bei risiko dabei okkk wie viel geben wir an? 20? mehr? 30? 40?  maximal ist ja 60  10 sollten es sein.. hmm. Ich glaube wir waren sehr fleißig. 60? hahah :D auf verdacht prüfen die ja nicht oder?  nein also okkk dann riskieren wir es viel erfolg mitarbeiter gut. 60. ich schließe den Chat. Tschau :) wünsche uns glück"
